t_seconds,soc_percent
733,63.63358857752887
734,63.70953778880568
735,63.785494763779646
736,63.86145950324439
737,63.937432007993614
738,64.0134122788211
739,64.08940031652071
740,64.1653961218864
741,64.24139969571219
742,64.3174110387922
743,64.39343015192061
744,64.4694570358917
745,64.5454916914998
746,64.62153411953938
747,64.69758432080494
748,64.77364229609107
749,64.84970804619245
750,64.92578157190384
751,65.00186287402008
752,65.07795195333608
753,65.15404881064687
754,65.23015344674751
755,65.30626586243318
756,65.38238605849912
757,65.45851403574066
758,65.53464979495321
759,65.61079333693225
760,65.68694466247335
761,65.76310377237218
762,65.83927066742446
763,65.91544534842602
764,65.99162781617275
765,66.06781807146062
766,66.1440161150857
767,66.22022194784414
768,66.29643557053214
769,66.37265698394602
770,66.44888618888216
771,66.52512318613702
772,66.60136797650716
773,66.67762056078921
774,66.75388093977986
775,66.83014911427593
776,66.90642508507428
777,66.98270885297185
778,67.05900041876572
779,67.13529978325298
780,67.21160694723082
781,67.28792191149654
782,67.36424467684749
783,67.44057524408113
784,67.51691361399497
785,67.59325978738663
786,67.66961376505378
787,67.74597554779422
788,67.82234513640577
789,67.89872253168639
790,67.97510773443408
791,68.05150074544693
792,68.12790156552313
793,68.20431019546093
794,68.28072663605869
795,68.35715088811482
796,68.43358295242783
797,68.5100228297963
798,68.5864705210189
799,68.66292602689438
800,68.73938934822158
801,68.81586048579939
802,68.89233944042682
803,68.96882621290295
804,69.04532080402694
805,69.12182321459802
806,69.19833344541551
807,69.27485149727882
808,69.35137737098742
809,69.4279110673409
810,69.5044525871389
811,69.58100193118113
812,69.65755910026743
813,69.73412409519769
814,69.81069691677186
815,69.88727756579001
816,69.96386604305229
817,70.04046234935892
818,70.1170664855102
819,70.19367845230649
820,70.27029825054828
821,70.34692588103611
822,70.42356134457062
823,70.50020464195251
824,70.57685577398257
825,70.65351474146169
826,70.73018154519082
827,70.80685618597099
828,70.88353866460334
829,70.96022898188905
830,71.03692713862942
831,71.11363313562582
832,71.19034697367968
